category	task_name	weight	policy	mode	seed	count	task_progress
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	78309306	56	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	87951085	51	0.039216
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	97056894	54	0.018519
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	1	56	0.017857
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	17590196	46	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	2	50	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	48692979	50	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	59315038	55	0.054545
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	70970695	60	0.016667
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	74435116	58	0.017241
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	78309306	45	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	87951085	51	0.019608
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	97056894	35	0.057143
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	1	63	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	17590196	56	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	2	63	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	48692979	57	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	59315038	47	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	70970695	34	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	74435116	44	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	78309306	56	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	87951085	51	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	97056894	57	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	1	53	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	17590196	49	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	2	51	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	48692979	59	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	59315038	45	0.022222
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	70970695	44	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	74435116	49	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	78309306	48	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	87951085	51	0.019608
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	97056894	51	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	1	48	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	17590196	49	0.020408
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	2	51	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	48692979	60	0.033333
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	59315038	59	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	70970695	50	0.020000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	74435116	59	0.000000
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	78309306	63	0.015873
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	87951085	67	0.044776
item	curriculum/Task_EquipItem_(item:Chisel_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	97056894	44	0.022727
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	1	46	0.260870
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	17590196	60	0.383333
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	2	46	0.326087
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	48692979	42	0.261905
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	59315038	49	0.142857
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	70970695	54	0.222222
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	74435116	58	0.224138
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	78309306	51	0.176471
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	87951085	60	0.216667
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	97056894	47	0.361702
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	1	47	0.170213
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	17590196	45	0.244444
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	2	63	0.285714
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	48692979	68	0.235294
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	59315038	50	0.280000
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	70970695	45	0.288889
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	74435116	54	0.296296
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	78309306	49	0.183673
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	87951085	60	0.316667
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	97056894	60	0.366667
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	1	57	0.315789
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	17590196	63	0.396825
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	2	43	0.255814
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	48692979	42	0.404762
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	59315038	61	0.213115
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	70970695	59	0.423729
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	74435116	53	0.264151
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	78309306	43	0.348837
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	87951085	60	0.300000
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	97056894	55	0.272727
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	1	55	0.272727
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	17590196	50	0.320000
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	2	62	0.322581
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	48692979	51	0.313725
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	59315038	45	0.244444
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	70970695	52	0.211538
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	74435116	59	0.271186
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	78309306	61	0.245902
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	87951085	46	0.282609
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	97056894	58	0.224138
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	1	51	0.274510
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	17590196	46	0.369565
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	2	68	0.338235
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	48692979	48	0.312500
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	59315038	49	0.306122
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	70970695	57	0.263158
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	74435116	57	0.385965
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	78309306	48	0.354167
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	87951085	48	0.291667
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	97056894	61	0.229508
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	1	57	0.228070
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	17590196	56	0.303571
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	2	55	0.236364
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	48692979	55	0.145455
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	59315038	66	0.196970
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	70970695	49	0.142857
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	74435116	49	0.183673
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	78309306	60	0.166667
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	87951085	54	0.222222
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	97056894	65	0.246154
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	1	53	0.207547
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	17590196	47	0.297872
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	2	41	0.268293
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	48692979	66	0.287879
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	59315038	57	0.333333
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	70970695	62	0.241935
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	74435116	50	0.260000
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	78309306	53	0.283019
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	87951085	51	0.254902
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	97056894	46	0.239130
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	1	57	0.245614
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	17590196	45	0.333333
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	2	60	0.200000
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	48692979	55	0.236364
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	59315038	45	0.288889
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	70970695	54	0.296296
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	74435116	61	0.196721
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	78309306	56	0.267857
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	87951085	58	0.344828
item	curriculum/Task_EquipItem_(item:Gloves_level:1_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	97056894	58	0.258621
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	1	47	0.042553
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	17590196	40	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	2	43	0.023256
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	48692979	42	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	59315038	51	0.019608
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	70970695	56	0.035714
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	74435116	59	0.016949
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	78309306	40	0.025000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	87951085	54	0.018519
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_100m	pvp	97056894	53	0.037736
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	1	58	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	17590196	57	0.035088
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	2	62	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	48692979	48	0.041667
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	59315038	41	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	70970695	60	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	74435116	50	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	78309306	67	0.029851
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	87951085	57	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_200m	pvp	97056894	52	0.019231
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	1	53	0.075472
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	17590196	67	0.044776
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	2	48	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	48692979	56	0.053571
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	59315038	57	0.035088
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	70970695	60	0.016667
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	74435116	66	0.015152
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	78309306	46	0.021739
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	87951085	45	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_300m	pvp	97056894	45	0.044444
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	1	58	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	17590196	61	0.049180
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	2	50	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	48692979	52	0.019231
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	59315038	47	0.021277
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	70970695	48	0.020833
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	74435116	52	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	78309306	56	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	87951085	61	0.016393
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	general_400m	pvp	97056894	50	0.020000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	1	47	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	17590196	50	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	2	52	0.019231
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	48692979	58	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	59315038	41	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	70970695	57	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	74435116	48	0.020833
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	78309306	48	0.041667
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	87951085	56	0.017857
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_100m	pvp	97056894	54	0.018519
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	1	51	0.019608
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	17590196	58	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	2	43	0.023256
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	48692979	61	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	59315038	54	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	70970695	65	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	74435116	59	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	78309306	57	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	87951085	49	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_25m	pvp	97056894	50	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	1	55	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	17590196	55	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	2	53	0.056604
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	48692979	63	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	59315038	47	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	70970695	70	0.042857
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	74435116	48	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	78309306	55	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	87951085	55	0.018182
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_50m	pvp	97056894	50	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	1	49	0.020408
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	17590196	58	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	2	54	0.000000
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	48692979	67	0.014925
item	curriculum/Task_EquipItem_(item:Gloves_level:3_num_agent:1)_reward_to:agent	0.378788	mtonly_75m	pvp	59315038	68	0.014706
